Estado,Nombre del tecnológico,Clave oficial,Modalidad,Grado que otorga,Carrera,URL del tecnológico,URL de la carrera
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,ILOG-2009-202,Escolarizada,Licenciatura,Ingeniería en Logística,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/ingenieria-logistica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/ingenieria-sistemas-computacionales
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,ITIC-2010-225,Escolarizada,Licenciatura,Ingeniería en Tecnologías de la Información y Comunicaciones,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/i-tecnologias-informacion-comunicaciones
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/ingenieria-industrial
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,IINF-2010-220,Escolarizada,Licenciatura,Ingeniería Informática,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/ingenieria-mecatronica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,IQUI-2010-232,Escolarizada,Licenciatura,Ingeniería Química,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/ingenieria-quimica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jilotepec,LADM-2010-234,Escolarizada,Licenciatura,Licenciatura en Administración,https://tesji.edomex.gob.mx,https://tesji.edomex.gob.mx/licenciatura-administracion
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,ARQU-2010-204,Escolarizada,Licenciatura,Arquitectura,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/arquitectura
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,COPU-2010-205,Escolarizada,Licenciatura,Contador Público,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/contador-publico
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IEME-2010-210,Escolarizada,Licenciatura,Ingeniería Electromecánica,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/ielectronica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IAEV-2012-238,Escolarizada,Licenciatura,Ingeniería en Animación Digital y Efectos Visuales,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/ianimacion
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/igestion_empresarial
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,ILOG-2009-202,Escolarizada,Licenciatura,Ingeniería en Logística,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/ingenieria-logistica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IMAT-2010-222,Escolarizada,Licenciatura,Ingeniería en Materiales,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/imateriales
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/isistemas_computacionales
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/iindustrial
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IIND-2010-227,No Escolarizada,Licenciatura,Ingeniería Industrial,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/ingenieria-industrial-linea
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/imecatronica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,IQUI-2010-232,Escolarizada,Licenciatura,Ingeniería Química,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/iquimica
Estado de México,🏫 Tecnológico de Estudios Superiores de Jocotitlán,LTUR-2012-237,Escolarizada,Licenciatura,Licenciatura en Turismo,https://tesjo.edomex.gob.mx,https://tesjo.edomex.gob.mx/licenciatura_turismo
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,COPU-2010-205,Escolarizada,Licenciatura,Contador Público,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/oferta-educativa/contador-publico
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,GAST-2010-215,Escolarizada,Licenciatura,Gastronomía,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,IAMB-2010-206,Escolarizada,Licenciatura,Ingeniería Ambiental,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/ambiental
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,IADM-2010-213,Escolarizada,Licenciatura,Ingeniería en Administración,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/ingenieria_en_administracion
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,IENR-2010-217,Escolarizada,Licenciatura,Ingeniería en Energías Renovables,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/ingenieria_en_energias_renovables
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,IGEM-2009-201,No Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/oferta-educativa/licenciaturas/ingenieria-gestion-empresarial
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,ISAU-2013-240,Escolarizada,Licenciatura,Ingeniería en Sistemas Automotrices,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/ingenieria-sistemas-automotrices
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,ISIC-2010-224,No Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/oferta-educativa/licenciaturas/ingenieria-sistemas-computacionales
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/isc
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,ITIC-2010-225,Escolarizada,Licenciatura,Ingeniería en Tecnologías de la Información y Comunicaciones,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/itic
Estado de México,🏫 Tecnológico de Estudios Superiores de Oriente del Estado de México,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://tesoem.edomex.gob.mx,https://tesoem.edomex.gob.mx/industrial
Estado de México,🏫 Tecnológico de Estudios Superiores de San Felipe del Progreso,COPU-2010-205,Escolarizada,Licenciatura,Contador Público,https://tessfp.edomex.gob.mx,https://tessfp.edomex.gob.mx/contador_publico
Estado de México,🏫 Tecnológico de Estudios Superiores de San Felipe del Progreso,ICIV-2010-208,Escolarizada,Licenciatura,Ingeniería Civil,https://tessfp.edomex.gob.mx,https://tessfp.edomex.gob.mx/ingenieria_civil
Estado de México,🏫 Tecnológico de Estudios Superiores de San Felipe del Progreso,IENR-2010-217,Escolarizada,Licenciatura,Ingeniería en Energías Renovables,https://tessfp.edomex.gob.mx,https://tessfp.edomex.gob.mx/ingenieria_en_energias_renovables
Estado de México,🏫 Tecnológico de Estudios Superiores de San Felipe del Progreso,IIAL-2010-219,Escolarizada,Licenciatura,Ingeniería en Industrias Alimentarias,https://tessfp.edomex.gob.mx,https://tessfp.edomex.gob.mx/oferta-educativa/ingenieria-indrustrias-alimentarias
Estado de México,🏫 Tecnológico de Estudios Superiores de San Felipe del Progreso,IINF-2010-220,Escolarizada,Licenciatura,Ingeniería Informática,https://tessfp.edomex.gob.mx,https://tessfp.edomex.gob.mx/ingenieria_informatica
Estado de México,🏫 Tecnológico de Estudios Superiores de San Felipe del Progreso,IQUI-2010-232,Escolarizada,Licenciatura,Ingeniería Química,https://tessfp.edomex.gob.mx,https://tessfp.edomex.gob.mx/ingenieria_quimica
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,COPU-2010-205,No Escolarizada,Licenciatura,Contador Público,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,COPU-2010-205,Escolarizada,Licenciatura,Contador Público,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,GAST-2010-215,Escolarizada,Licenciatura,Gastronomía,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,IAMB-2010-206,Escolarizada,Licenciatura,Ingeniería Ambiental,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,IIND-2010-227,Mixta,Licenciatura,Ingeniería Industrial,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Tianguistenco,IMEC-2010-228,Escolarizada,Licenciatura,Ingeniería Mecánica,https://test.edomex.gob.mx,https://test.edomex.gob.mx/oferta_educativa
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,ARQU-2010-204,Escolarizada,Licenciatura,Arquitectura,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/licenciatura_arquitectura
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,GAST-2010-215,Escolarizada,Licenciatura,Gastronomía,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/licenciatura_gastronomia
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,ICIV-2010-208,Escolarizada,Licenciatura,Ingeniería Civil,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/ingenieria_civil
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,IELE-2010-209,Escolarizada,Licenciatura,Ingeniería Eléctrica,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/ingenieria_electrica
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/ingenieria_sistemas_computacionales
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,IFOR-2010-226,Escolarizada,Licenciatura,Ingeniería Forestal,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/ingenieria_forestal
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/ingenieria_industrial
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/ingenieria_mecatronica
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,LADM-2010-234,Escolarizada,Licenciatura,Licenciatura en Administración,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/licenciatura_administracion
Estado de México,🏫 Tecnológico de Estudios Superiores de Valle de Bravo,LTUR-2012-237,Escolarizada,Licenciatura,Licenciatura en Turismo,https://tesvb.edomex.gob.mx,https://tesvb.edomex.gob.mx/licenciatura_turismo
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,ARQU-2010-204,Escolarizada,Licenciatura,Arquitectura,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/arquitectura
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,IELC-2010-211,Escolarizada,Licenciatura,Ingeniería Electrónica,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/electronica
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,IIAL-2010-219,Escolarizada,Licenciatura,Ingeniería en Industrias Alimentarias,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/alimentarias
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,IIAS-2010-221,Escolarizada,Licenciatura,Ingeniería en Innovación Agrícola Sustentable,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/innovacion_agricola
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/sistemas_computacionales
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/oferta-educativa-ingenieria-industrial
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,LADM-2010-234,Escolarizada,Licenciatura,Licenciatura en Administración,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/administracion
Estado de México,🏫 Tecnológico de Estudios Superiores de Villa Guerrero,LTUR-2012-237,Escolarizada,Licenciatura,Licenciatura en Turismo,https://tesvg.edomex.gob.mx,https://tesvg.edomex.gob.mx/turismo
Guanajuato,🏫 Instituto Tecnológico de Celaya,IAMB-2010-206,Escolarizada,Licenciatura,Ingeniería Ambiental,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-ambiental/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IBIO-2010-235,Escolarizada,Licenciatura,Ingeniería Biomédica,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-biomedica/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IBQA-2010-207,Escolarizada,Licenciatura,Ingeniería Bioquímica,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-bioquimica-2/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IELC-2010-211,Escolarizada,Licenciatura,Ingeniería Electrónica,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-electronica/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-en-gestion-empresarial/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IGEM-2009-201,No Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://celaya.tecnm.mx,https://celaya.tecnm.mx
Guanajuato,🏫 Instituto Tecnológico de Celaya,ISEM-2023-244,Escolarizada,Licenciatura,Ingeniería en Semiconductores,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria_semiconductores/
Guanajuato,🏫 Instituto Tecnológico de Celaya,ISIC-2010-224,Mixta,Licenciatura,Ingeniería en Sistemas Computacionales,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-en-sistemas-computacionales/
Guanajuato,🏫 Instituto Tecnológico de Celaya,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-en-sistemas-computacionales-2/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-industrial-2/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IIND-2010-227,No Escolarizada,Licenciatura,Ingeniería Industrial,https://celaya.tecnm.mx,https://celaya.tecnm.mx
Guanajuato,🏫 Instituto Tecnológico de Celaya,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-mecatronica-2/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IMEC-2010-228,Escolarizada,Licenciatura,Ingeniería Mecánica,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-mecanica/
Guanajuato,🏫 Instituto Tecnológico de Celaya,IQUI-2010-232,Escolarizada,Licenciatura,Ingeniería Química,https://celaya.tecnm.mx,https://celaya.tecnm.mx/ingenieria-quimica-2/
Guanajuato,🏫 Instituto Tecnológico de Celaya,LADM-2010-234,Escolarizada,Licenciatura,Licenciatura en Administración,https://celaya.tecnm.mx,https://celaya.tecnm.mx/licenciatura-en-administracion/
Guanajuato,🏫 Instituto Tecnológico de León,IEME-2010-210,Escolarizada,Licenciatura,Ingeniería Electromecánica,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-electromecanica/
Guanajuato,🏫 Instituto Tecnológico de León,IELC-2010-211,Escolarizada,Licenciatura,Ingeniería Electrónica,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-electronica/
Guanajuato,🏫 Instituto Tecnológico de León,IGEM-2009-201,No Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://leon.tecnm.mx,https://leon.tecnm.mx
Guanajuato,🏫 Instituto Tecnológico de León,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-en-gestion-empresarial/
Guanajuato,🏫 Instituto Tecnológico de León,ILOG-2009-202,Escolarizada,Licenciatura,Ingeniería en Logística,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-en-logistica/
Guanajuato,🏫 Instituto Tecnológico de León,ISIC-2010-224,No Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://leon.tecnm.mx,https://leon.tecnm.mx
Guanajuato,🏫 Instituto Tecnológico de León,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-en-sistemas-computacionales/
Guanajuato,🏫 Instituto Tecnológico de León,ITIC-2010-225,Escolarizada,Licenciatura,Ingeniería en Tecnologías de la Información y Comunicaciones,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-en-tecnologias-de-la-informacion-y-comunicaciones/
Guanajuato,🏫 Instituto Tecnológico de León,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-industrial-2/
Guanajuato,🏫 Instituto Tecnológico de León,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://leon.tecnm.mx,https://leon.tecnm.mx/ingenieria-mecatronica/
Guanajuato,🏫 Instituto Tecnológico de Roque,IAGR-2010-214,Escolarizada,Licenciatura,Ingeniería en Agronomía,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=6263
Guanajuato,🏫 Instituto Tecnológico de Roque,IDAP-2024-246,Escolarizada,Licenciatura,Ingeniería en Desarrollo de Aplicaciones,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=9029
Guanajuato,🏫 Instituto Tecnológico de Roque,IGEM-2009-201,No Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://roque.tecnm.mx,https://roque.tecnm.mx
Guanajuato,🏫 Instituto Tecnológico de Roque,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=6211
Guanajuato,🏫 Instituto Tecnológico de Roque,IGEM-2009-201,Mixta,Licenciatura,Ingeniería en Gestión Empresarial,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=7048
Guanajuato,🏫 Instituto Tecnológico de Roque,IIAL-2010-219,Escolarizada,Licenciatura,Ingeniería en Industrias Alimentarias,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=6289
Guanajuato,🏫 Instituto Tecnológico de Roque,IIAS-2010-221,Escolarizada,Licenciatura,Ingeniería en Innovación Agrícola Sustentable,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=6338
Guanajuato,🏫 Instituto Tecnológico de Roque,ITIC-2010-225,Escolarizada,Licenciatura,Ingeniería en Tecnologías de la Información y Comunicaciones,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=6256
Guanajuato,🏫 Instituto Tecnológico de Roque,IHID-2010-236,Escolarizada,Licenciatura,Ingeniería Hidrológica,https://roque.tecnm.mx,https://roque.tecnm.mx/?page_id=6346
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IAMB-2010-206,Escolarizada,Licenciatura,Ingeniería Ambiental,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/ing-ambiental-tecabasolo
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IENR-2010-217,Escolarizada,Licenciatura,Ingeniería en Energías Renovables,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/quienes-somos2
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/ingeniera-gestin-empresarial-tecabasolo
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IIAL-2010-219,Escolarizada,Licenciatura,Ingeniería en Industrias Alimentarias,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/ing-industrias-alimentarias-tecabasolo
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IIAS-2010-221,Escolarizada,Licenciatura,Ingeniería en Innovación Agrícola Sustentable,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/ingeniera-innovacinagricola-tecabasolo
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,ISAU-2013-240,Escolarizada,Licenciatura,Ingeniería en Sistemas Automotrices,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/ingeniera-automotrices-tecabasolo
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/industrial-tecabasolo
Guanajuato,🏫 Instituto Tecnológico Superior de Abasolo,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://www.tecabasolo.edu.mx,https://www.tecabasolo.edu.mx/ingenieria-mecatronica
Guanajuato,🏫 Instituto Tecnológico Superior de Guanajuato,IGEM-2009-201,No Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://www.itesg.edu.mx,https://www.itesg.edu.mx/index.php?option=com_content&view=article&id=96&Itemid=662
Guanajuato,🏫 Instituto Tecnológico Superior de Guanajuato,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://www.itesg.edu.mx,https://www.itesg.edu.mx/index.php?option=com_content&view=article&id=96&Itemid=662
Guanajuato,🏫 Instituto Tecnológico Superior de Guanajuato,IIAL-2010-219,Escolarizada,Licenciatura,Ingeniería en Industrias Alimentarias,https://www.itesg.edu.mx,https://www.itesg.edu.mx/index.php?option=com_content&view=article&id=54&Itemid=505
Guanajuato,🏫 Instituto Tecnológico Superior de Guanajuato,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://www.itesg.edu.mx,https://www.itesg.edu.mx/index.php?option=com_content&view=article&id=52&Itemid=503
Guanajuato,🏫 Instituto Tecnológico Superior de Guanajuato,IIND-2010-227,Escolarizada,Licenciatura,Ingeniería Industrial,https://www.itesg.edu.mx,https://www.itesg.edu.mx/index.php?option=com_content&view=article&id=53&Itemid=504
Guanajuato,🏫 Instituto Tecnológico Superior de Guanajuato,IMCT-2010-229,Escolarizada,Licenciatura,Ingeniería Mecatrónica,https://www.itesg.edu.mx,https://www.itesg.edu.mx/index.php?option=com_content&view=article&id=51&Itemid=502
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IBQA-2010-207,Escolarizada,Licenciatura,Ingeniería Bioquímica,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/bioquimica/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IEME-2010-210,Escolarizada,Licenciatura,Ingeniería Electromecánica,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/electromecanica/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IELC-2010-211,Escolarizada,Licenciatura,Ingeniería Electrónica,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/electronica/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IARO-2013-239,Escolarizada,Licenciatura,Ingeniería en Aeronáutica,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/aeronautica/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IGEM-2009-201,Escolarizada,Licenciatura,Ingeniería en Gestión Empresarial,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/gesempresarial/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IIAS-2010-221,Escolarizada,Licenciatura,Ingeniería en Innovación Agrícola Sustentable,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/inovagricola/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,ILOG-2009-202,Escolarizada,Licenciatura,Ingeniería en Logística,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/logistica/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IMAT-2010-222,Escolarizada,Licenciatura,Ingeniería en Materiales,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/materiales/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,ISAU-2013-240,Escolarizada,Licenciatura,Ingeniería en Sistemas Automotrices,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/automotrices/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,ISIC-2010-224,Escolarizada,Licenciatura,Ingeniería en Sistemas Computacionales,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/sistcomputacionales/carrera.html
Guanajuato,🏫 Instituto Tecnológico Superior de Irapuato,IFOR-2010-226,Escolarizada,Licenciatura,Ingeniería Forestal,https://irapuato.tecnm.mx,https://irapuato.tecnm.mx/moferta/forestal/carrera.html
